Auction ID,Status,Minimum Bid,Open Date/Time,Close Date/Time,Attorney,Debt Amount,Book/Writ,OPA,Address,County,Sale Type,Final Bid,Page Status,Num Bids,Auction Closed,Page Min Bid (check),Delta vs Min Bid,% Over Min Bid,Delta vs Debt,Fetch Note
1282466,Preview,19400,07-07-26 10:00 AM,07-07-26 01:50 PM,STERN & EISENBERG PC,80617,2602-327,406302300,7024 WEST PASSYUNK AVENUE PHILADELPHIA PA 19142,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1282488,Preview,12600,07-07-26 10:00 AM,07-07-26 01:50 PM,PADGETT LAW GROUP,203714,2603-414,513240200,5742 PENTRIDGE STREET PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,41000,Sold to Plaintiff,12,07-07-26 01:50 PM ET,12600,28400,225.4,-162714,
1282572,Preview,29800,07-07-26 10:00 AM,07-07-26 01:50 PM,"MCCALLA RAYMER LEIBERT PIERCE, LLP",424130,2605-360,212407700,732 SPRING LANE PHILADELPHIA PA 19128,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1282878,Preview,10000,07-07-26 10:00 AM,07-07-26 01:50 PM,HLADIK ONORATO AND FEDERMAN LLP,132348,2605-331,403306100,6928 SAYBROOK AVENUE PHILADELPHIA PA 19142,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1287027,Preview,21000,07-07-26 10:00 AM,07-07-26 01:50 PM,MATTIONI LTD,463058,2605-375,884461265,2607 FRANKFORD AVENUE PHILADELPHIA PA 19125,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,,,,,,
1287033,Preview,8900,07-07-26 10:00 AM,07-07-26 01:50 PM,FRIEDMAN VARTOLO LLP,240316,2605-461,311015100,2533 NORTH LEE STREET PHILADELPHIA PA 19125,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:50 PM ET,,,,,
1287957,Preview,24200,07-07-26 10:00 AM,07-07-26 01:50 PM,"BROCK & SCOTT, PLLC",136534,2602-392,663457200,3605 BISCAYNE PLACE PHILADELPHIA PA 19154,Philadelphia,MORTGAGE FORECLOSURE,208100,Sold,22,07-07-26 02:10 PM ET,24200,183900,759.9,71566,
1288246,Preview,15600,07-07-26 10:00 AM,07-07-26 01:50 PM,ORLANS LAW GROUP PLLC,183078,2603-427,043042700,5618 MEDIA STREET PHILADELPHIA PA 19131,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:50 PM ET,,,,,
1289767,Preview,145400,07-07-26 10:00 AM,07-07-26 01:50 PM,STARK & STARK,2278826,2604-444,882028400,338-56 EAST ALLEGHENY AVENUE PHILADELPHIA PA 19135,Philadelphia,MORTGAGE FORECLOSURE,735000,Sold to Plaintiff,1,07-07-26 01:50 PM ET,145400,589600,405.5,-1543826,
1289939,Preview,65100,07-07-26 10:00 AM,07-07-26 01:50 PM,"HLADIK, ONORATO & FEDERMAN, LLP",1929834,2512-407,881069355,1314 NORTH FRONT STREET PHILADELPHIA PA 19122,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:50 PM ET,,,,,
1290452,Preview,26400,07-07-26 10:00 AM,07-07-26 01:50 PM,"STERN & EISENBERG, PC",272029,2509-401,521074400,5351 MORSE STREET PHILADELPHIA PA 19131,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:50 PM ET,,,,,
1293125,Preview,13600,07-07-26 10:00 AM,07-07-26 01:50 PM,KIVITZ & KIVITZ P.C,25000,2604-333,651107600,4401 MARPLE STREET PHILADELPHIA PA 19136,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:50 PM ET,,,,,
1293406,Preview,14200,07-07-26 10:00 AM,07-07-26 01:50 PM,"STERN & EISENBERG, PC",148374,2511-379,604186500,5850 OSAGE AVENUE PHILADELPHIA PA 19143,Philadelphia,MORTGAGE FORECLOSURE,,Postponed,,07-07-26 01:50 PM ET,,,,,
